Timestamp,n-unique-addresses
2010-01-26 00:00:00,201.0
2010-01-27 00:00:00,165.0
2010-01-28 00:00:00,178.0
2010-01-29 00:00:00,199.0
2010-01-30 00:00:00,214.0
2010-01-31 00:00:00,167.0
2010-02-01 00:00:00,193.0
2010-02-02 00:00:00,146.0
2010-02-03 00:00:00,271.0
2010-02-04 00:00:00,234.0
2010-02-05 00:00:00,228.0
2010-02-06 00:00:00,195.0
2010-02-07 00:00:00,224.0
2010-02-08 00:00:00,208.0
2010-02-09 00:00:00,211.0
2010-02-10 00:00:00,171.0
2010-02-11 00:00:00,172.0
2010-02-12 00:00:00,189.0
2010-02-13 00:00:00,235.0
2010-02-14 00:00:00,215.0
2010-02-15 00:00:00,187.0
2010-02-16 00:00:00,202.0
2010-02-17 00:00:00,248.0
2010-02-18 00:00:00,214.0
2010-02-19 00:00:00,197.0
2010-02-20 00:00:00,210.0
2010-02-21 00:00:00,227.0
2010-02-22 00:00:00,266.0
2010-02-23 00:00:00,251.0
2010-02-24 00:00:00,176.0
2010-02-25 00:00:00,158.0
2010-02-26 00:00:00,177.0
2010-02-27 00:00:00,175.0
2010-02-28 00:00:00,159.0
2010-03-01 00:00:00,199.0
2010-03-02 00:00:00,193.0
2010-03-03 00:00:00,157.0
2010-03-04 00:00:00,188.0
2010-03-05 00:00:00,173.0
2010-03-06 00:00:00,182.0
2010-03-07 00:00:00,183.0
2010-03-08 00:00:00,132.0
2010-03-09 00:00:00,148.0
2010-03-10 00:00:00,170.0
2010-03-11 00:00:00,136.0
2010-03-12 00:00:00,123.0
2010-03-13 00:00:00,154.0
2010-03-14 00:00:00,127.0
2010-03-15 00:00:00,143.0
2010-03-16 00:00:00,129.0
2010-03-17 00:00:00,139.0
2010-03-18 00:00:00,148.0
2010-03-19 00:00:00,162.0
2010-03-20 00:00:00,207.0
2010-03-21 00:00:00,187.0
2010-03-22 00:00:00,185.0
2010-03-23 00:00:00,215.0
2010-03-24 00:00:00,180.0
2010-03-25 00:00:00,201.0
2010-03-26 00:00:00,204.0
2010-03-27 00:00:00,183.0
2010-03-28 00:00:00,190.0
2010-03-29 00:00:00,201.0
2010-03-30 00:00:00,218.0
2010-03-31 00:00:00,213.0
2010-04-01 00:00:00,173.0
2010-04-02 00:00:00,159.0
2010-04-03 00:00:00,168.0
2010-04-04 00:00:00,178.0
2010-04-05 00:00:00,181.0
2010-04-06 00:00:00,174.0
2010-04-07 00:00:00,202.0
2010-04-08 00:00:00,196.0
2010-04-09 00:00:00,234.0
2010-04-10 00:00:00,295.0
2010-04-11 00:00:00,261.0
2010-04-12 00:00:00,237.0
2010-04-13 00:00:00,204.0
2010-04-14 00:00:00,221.0
2010-04-15 00:00:00,290.0
2010-04-16 00:00:00,229.0
2010-04-17 00:00:00,241.0
2010-04-18 00:00:00,3359.0
2010-04-19 00:00:00,268.0
2010-04-20 00:00:00,232.0
2010-04-21 00:00:00,243.0
2010-04-22 00:00:00,191.0
2010-04-23 00:00:00,201.0
2010-04-24 00:00:00,195.0
2010-04-25 00:00:00,189.0
2010-04-26 00:00:00,207.0
2010-04-27 00:00:00,222.0
2010-04-28 00:00:00,218.0
2010-04-29 00:00:00,174.0
2010-04-30 00:00:00,170.0
2010-05-01 00:00:00,203.0
2010-05-02 00:00:00,170.0
2010-05-03 00:00:00,178.0
2010-05-04 00:00:00,161.0
2010-05-05 00:00:00,158.0
2010-05-06 00:00:00,169.0
2010-05-07 00:00:00,147.0
2010-05-09 00:00:00,178.0
2010-05-10 00:00:00,148.0
2010-05-11 00:00:00,126.0
2010-05-12 00:00:00,144.0
2010-05-13 00:00:00,155.0
2010-05-14 00:00:00,149.0
2010-05-15 00:00:00,106.0
2010-05-16 00:00:00,127.0
2010-05-17 00:00:00,163.0
2010-05-18 00:00:00,208.0
2010-05-19 00:00:00,204.0
2010-05-20 00:00:00,226.0
2010-05-21 00:00:00,215.0
2010-05-22 00:00:00,223.0
2010-05-23 00:00:00,306.0
2010-05-24 00:00:00,239.0
2010-05-25 00:00:00,247.0
2010-05-26 00:00:00,279.0
2010-05-27 00:00:00,244.0
2010-05-28 00:00:00,278.0
2010-05-29 00:00:00,233.0
2010-05-30 00:00:00,195.0
2010-05-31 00:00:00,190.0
2010-06-01 00:00:00,178.0
2010-06-02 00:00:00,189.0
2010-06-03 00:00:00,219.0
2010-06-04 00:00:00,172.0
2010-06-05 00:00:00,181.0
2010-06-06 00:00:00,191.0
2010-06-07 00:00:00,200.0
2010-06-08 00:00:00,220.0
2010-06-09 00:00:00,223.0
2010-06-10 00:00:00,218.0
2010-06-11 00:00:00,251.0
2010-06-12 00:00:00,203.0
2010-06-13 00:00:00,233.0
2010-06-14 00:00:00,255.0
2010-06-15 00:00:00,279.0
2010-06-16 00:00:00,195.0
2010-06-17 00:00:00,204.0
2010-06-18 00:00:00,190.0
2010-06-19 00:00:00,216.0
2010-06-20 00:00:00,232.0
2010-06-21 00:00:00,264.0
2010-06-22 00:00:00,236.0
2010-06-23 00:00:00,264.0
2010-06-24 00:00:00,239.0
2010-06-25 00:00:00,206.0
2010-06-26 00:00:00,199.0
2010-06-27 00:00:00,220.0
2010-06-28 00:00:00,206.0
2010-06-29 00:00:00,244.0
2010-06-30 00:00:00,261.0
2010-07-01 00:00:00,268.0
2010-07-02 00:00:00,223.0
2010-07-03 00:00:00,261.0
2010-07-04 00:00:00,205.0
2010-07-05 00:00:00,226.0
2010-07-06 00:00:00,199.0
2010-07-07 00:00:00,222.0
2010-07-08 00:00:00,223.0
2010-07-09 00:00:00,267.0
2010-07-10 00:00:00,239.0
2010-07-11 00:00:00,452.0
2010-07-12 00:00:00,3368.0
2010-07-13 00:00:00,1796.0
2010-07-14 00:00:00,6548.0
2010-07-15 00:00:00,1568.0
2010-07-16 00:00:00,1436.0
2010-07-18 00:00:00,519.0
2010-07-19 00:00:00,667.0
2010-07-20 00:00:00,714.0
2010-07-21 00:00:00,524.0
2010-07-22 00:00:00,477.0
2010-07-23 00:00:00,481.0
2010-07-24 00:00:00,743.0
2010-07-25 00:00:00,1881.0
2010-07-26 00:00:00,524.0
2010-07-27 00:00:00,511.0
2010-07-28 00:00:00,429.0
2010-07-29 00:00:00,431.0
2010-07-30 00:00:00,374.0
2010-07-31 00:00:00,339.0
2010-08-01 00:00:00,429.0
2010-08-02 00:00:00,431.0
2010-08-03 00:00:00,701.0
2010-08-04 00:00:00,539.0
2010-08-05 00:00:00,634.0
2010-08-06 00:00:00,422.0
2010-08-07 00:00:00,303.0
2010-08-08 00:00:00,437.0
2010-08-09 00:00:00,511.0
2010-08-10 00:00:00,370.0
2010-08-11 00:00:00,451.0
2010-08-12 00:00:00,450.0
2010-08-13 00:00:00,609.0
2010-08-14 00:00:00,440.0
2010-08-15 00:00:00,297.0
2010-08-16 00:00:00,521.0
2010-08-17 00:00:00,365.0
2010-08-18 00:00:00,450.0
2010-08-19 00:00:00,355.0
2010-08-20 00:00:00,458.0
2010-08-21 00:00:00,389.0
2010-08-22 00:00:00,373.0
2010-08-23 00:00:00,415.0
2010-08-24 00:00:00,431.0
2010-08-25 00:00:00,379.0
2010-08-26 00:00:00,388.0
2010-08-27 00:00:00,323.0
2010-08-28 00:00:00,382.0
2010-08-29 00:00:00,291.0
2010-08-30 00:00:00,359.0
2010-08-31 00:00:00,456.0
2010-09-01 00:00:00,431.0
2010-09-02 00:00:00,343.0
2010-09-03 00:00:00,373.0
2010-09-04 00:00:00,307.0
2010-09-05 00:00:00,354.0
2010-09-06 00:00:00,309.0
2010-09-07 00:00:00,290.0
2010-09-08 00:00:00,387.0
2010-09-09 00:00:00,362.0
2010-09-10 00:00:00,394.0
2010-09-11 00:00:00,330.0
2010-09-12 00:00:00,425.0
2010-09-13 00:00:00,512.0
2010-09-14 00:00:00,459.0
2010-09-15 00:00:00,484.0
2010-09-16 00:00:00,425.0
2010-09-17 00:00:00,375.0
2010-09-18 00:00:00,410.0
2010-09-19 00:00:00,389.0
2010-09-20 00:00:00,525.0
2010-09-21 00:00:00,968.0
2010-09-22 00:00:00,845.0
2010-09-23 00:00:00,725.0
2010-09-24 00:00:00,572.0
2010-09-25 00:00:00,602.0
2010-09-26 00:00:00,435.0
2010-09-27 00:00:00,693.0
2010-09-28 00:00:00,492.0
2010-09-29 00:00:00,971.0
2010-09-30 00:00:00,456.0
2010-10-01 00:00:00,672.0
2010-10-02 00:00:00,602.0
2010-10-03 00:00:00,488.0
2010-10-04 00:00:00,512.0
2010-10-05 00:00:00,491.0
2010-10-06 00:00:00,484.0
2010-10-07 00:00:00,407.0
2010-10-08 00:00:00,454.0
2010-10-09 00:00:00,484.0
2010-10-10 00:00:00,451.0
2010-10-11 00:00:00,424.0
2010-10-12 00:00:00,447.0
2010-10-13 00:00:00,457.0
2010-10-14 00:00:00,443.0
2010-10-15 00:00:00,403.0
2010-10-16 00:00:00,511.0
2010-10-17 00:00:00,541.0
2010-10-18 00:00:00,713.0
2010-10-19 00:00:00,1197.0
2010-10-20 00:00:00,912.0
2010-10-21 00:00:00,697.0
2010-10-22 00:00:00,764.0
2010-10-23 00:00:00,671.0
2010-10-24 00:00:00,671.0
2010-10-25 00:00:00,517.0
2010-10-26 00:00:00,683.0
2010-10-27 00:00:00,770.0
2010-10-28 00:00:00,644.0
2010-10-29 00:00:00,542.0
2010-10-30 00:00:00,463.0
2010-10-31 00:00:00,345.0
2010-11-01 00:00:00,399.0
2010-11-02 00:00:00,322.0
2010-11-03 00:00:00,407.0
2010-11-04 00:00:00,378.0
2010-11-05 00:00:00,490.0
2010-11-06 00:00:00,447.0
2010-11-07 00:00:00,486.0
2010-11-08 00:00:00,572.0
2010-11-09 00:00:00,446.0
2010-11-10 00:00:00,458.0
2010-11-11 00:00:00,442.0
2010-11-12 00:00:00,315.0
2010-11-13 00:00:00,373.0
2010-11-14 00:00:00,457.0
2010-11-15 00:00:00,4210.0
2010-11-16 00:00:00,3075.0
2010-11-17 00:00:00,496.0
2010-11-18 00:00:00,469.0
2010-11-19 00:00:00,402.0
2010-11-20 00:00:00,645.0
2010-11-21 00:00:00,578.0
2010-11-22 00:00:00,418.0
2010-11-23 00:00:00,411.0
2010-11-24 00:00:00,621.0
2010-11-25 00:00:00,668.0
2010-11-26 00:00:00,955.0
2010-11-27 00:00:00,564.0
2010-11-28 00:00:00,542.0
2010-11-29 00:00:00,544.0
2010-11-30 00:00:00,577.0
2010-12-01 00:00:00,701.0
2010-12-02 00:00:00,557.0
2010-12-03 00:00:00,481.0
2010-12-04 00:00:00,537.0
2010-12-05 00:00:00,531.0
2010-12-06 00:00:00,564.0
2010-12-07 00:00:00,745.0
2010-12-08 00:00:00,674.0
2010-12-09 00:00:00,599.0
2010-12-10 00:00:00,501.0
2010-12-11 00:00:00,856.0
2010-12-12 00:00:00,979.0
2010-12-13 00:00:00,965.0
2010-12-14 00:00:00,908.0
2010-12-15 00:00:00,895.0
2010-12-16 00:00:00,706.0
2010-12-17 00:00:00,604.0
2010-12-18 00:00:00,688.0
2010-12-19 00:00:00,741.0
2010-12-20 00:00:00,1120.0
2010-12-21 00:00:00,846.0
2010-12-22 00:00:00,888.0
2010-12-23 00:00:00,822.0
2010-12-24 00:00:00,711.0
2010-12-25 00:00:00,914.0
2010-12-26 00:00:00,843.0
2010-12-27 00:00:00,701.0
2010-12-28 00:00:00,877.0
2010-12-29 00:00:00,696.0
2010-12-30 00:00:00,797.0
2010-12-31 00:00:00,724.0
2011-01-02 00:00:00,740.0
2011-01-03 00:00:00,1023.0
2011-01-04 00:00:00,907.0
2011-01-05 00:00:00,1111.0
2011-01-06 00:00:00,842.0
2011-01-07 00:00:00,1005.0
2011-01-08 00:00:00,1263.0
2011-01-09 00:00:00,1132.0
2011-01-10 00:00:00,1187.0
2011-01-11 00:00:00,1257.0
2011-01-12 00:00:00,1039.0
2011-01-13 00:00:00,1152.0
2011-01-14 00:00:00,1096.0
2011-01-15 00:00:00,1171.0
2011-01-16 00:00:00,1214.0
2011-01-17 00:00:00,1116.0
2011-01-18 00:00:00,1126.0
2011-01-19 00:00:00,1221.0
2011-01-20 00:00:00,1206.0
2011-01-21 00:00:00,1520.0
2011-01-22 00:00:00,1703.0
2011-01-23 00:00:00,1413.0
2011-01-24 00:00:00,1673.0
2011-01-25 00:00:00,1166.0
2011-01-26 00:00:00,1251.0
2011-01-27 00:00:00,1119.0
2011-01-28 00:00:00,1403.0
2011-01-29 00:00:00,1694.0
2011-01-30 00:00:00,2852.0
2011-01-31 00:00:00,1777.0
2011-02-01 00:00:00,1336.0
2011-02-02 00:00:00,1127.0
2011-02-03 00:00:00,989.0
2011-02-04 00:00:00,1169.0
2011-02-05 00:00:00,1055.0
2011-02-06 00:00:00,1102.0
2011-02-07 00:00:00,1091.0
2011-02-08 00:00:00,1092.0
2011-02-09 00:00:00,1726.0
2011-02-10 00:00:00,3019.0
2011-02-11 00:00:00,3680.0
2011-02-12 00:00:00,2872.0
2011-02-13 00:00:00,2626.0
2011-02-14 00:00:00,2829.0
2011-02-15 00:00:00,2893.0
2011-02-16 00:00:00,2557.0
2011-02-17 00:00:00,3147.0
2011-02-18 00:00:00,2992.0
2011-02-19 00:00:00,2313.0
2011-02-20 00:00:00,2752.0
2011-02-21 00:00:00,2900.0
2011-02-22 00:00:00,3230.0
2011-02-23 00:00:00,3287.0
2011-02-24 00:00:00,3083.0
2011-02-25 00:00:00,2959.0
2011-02-27 00:00:00,3122.0
2011-02-28 00:00:00,2510.0
2011-03-01 00:00:00,4420.0
2011-03-02 00:00:00,2979.0
2011-03-03 00:00:00,4402.0
2011-03-04 00:00:00,2802.0
2011-03-05 00:00:00,2923.0
2011-03-06 00:00:00,2870.0
2011-03-07 00:00:00,2857.0
2011-03-08 00:00:00,3483.0
2011-03-09 00:00:00,2849.0
2011-03-10 00:00:00,2519.0
2011-03-11 00:00:00,2579.0
2011-03-12 00:00:00,2722.0
2011-03-13 00:00:00,2490.0
2011-03-14 00:00:00,2161.0
2011-03-15 00:00:00,2849.0
2011-03-16 00:00:00,2541.0
2011-03-17 00:00:00,2782.0
2011-03-18 00:00:00,2541.0
2011-03-19 00:00:00,2751.0
2011-03-20 00:00:00,4021.0
2011-03-21 00:00:00,4196.0
2011-03-22 00:00:00,3340.0
2011-03-23 00:00:00,6112.0
2011-03-24 00:00:00,3675.0
2011-03-25 00:00:00,3421.0
2011-03-26 00:00:00,4144.0
2011-03-27 00:00:00,4110.0
2011-03-28 00:00:00,4225.0
2011-03-29 00:00:00,3966.0
2011-03-30 00:00:00,3024.0
2011-03-31 00:00:00,3556.0
2011-04-01 00:00:00,2714.0
2011-04-02 00:00:00,2878.0
2011-04-03 00:00:00,3089.0
2011-04-04 00:00:00,3829.0
2011-04-05 00:00:00,3576.0
2011-04-06 00:00:00,3212.0
2011-04-07 00:00:00,2792.0
2011-04-08 00:00:00,3002.0
2011-04-09 00:00:00,3069.0
2011-04-10 00:00:00,2907.0
2011-04-11 00:00:00,3239.0
