Timestamp,estimated-transaction-volume-usd
2010-12-14 00:00:00,3396.48566366581
2010-12-15 00:00:00,8149.5831
2010-12-16 00:00:00,4619.2975
2010-12-17 00:00:00,3451.603935955
2010-12-18 00:00:00,6476.2425
2010-12-19 00:00:00,37620.8825
2010-12-20 00:00:00,7003.3680713048
2010-12-21 00:00:00,15295.6728
2010-12-22 00:00:00,6122.8469817396
2010-12-23 00:00:00,2191.2072
2010-12-24 00:00:00,2646.905
2010-12-25 00:00:00,3678.52
2010-12-26 00:00:00,2132.7725
2010-12-27 00:00:00,14170.6773
2010-12-28 00:00:00,4167.2148711966
2010-12-29 00:00:00,12312.4836
2010-12-30 00:00:00,7736.61
2010-12-31 00:00:00,4067.241
2011-01-01 00:00:00,3756.462
2011-01-02 00:00:00,7008.423
2011-01-03 00:00:00,7795.668
2011-01-04 00:00:00,3301.215234534
2011-01-05 00:00:00,5556.873
2011-01-06 00:00:00,4357.029
2011-01-07 00:00:00,6019.13819997
2011-01-08 00:00:00,8877.1623506144
2011-01-09 00:00:00,4105.7903012256
2011-01-10 00:00:00,13484.0989535456
2011-01-11 00:00:00,20325.5501291403
2011-01-12 00:00:00,7780.71690000001
2011-01-13 00:00:00,20276.7353779932
2011-01-14 00:00:00,21755.4834
2011-01-15 00:00:00,6301.2446137344
2011-01-16 00:00:00,15396.717020928
2011-01-17 00:00:00,11251.942615552
2011-01-18 00:00:00,26662.24
2011-01-19 00:00:00,13865.6361089902
2011-01-20 00:00:00,8350.317376275
2011-01-21 00:00:00,9615.6879657
2011-01-22 00:00:00,13223.8008858384
2011-01-23 00:00:00,21588.5585
2011-01-24 00:00:00,9791.80794878881
2011-01-25 00:00:00,10298.9287441744
2011-01-26 00:00:00,11572.891
2011-01-27 00:00:00,307395.0474
2011-01-28 00:00:00,8826.567
2011-01-29 00:00:00,7266.474
2011-01-30 00:00:00,8352.31391664301
2011-01-31 00:00:00,21670.848
2011-02-01 00:00:00,42517.305
2011-02-02 00:00:00,55187.948
2011-02-03 00:00:00,35919.075
2011-02-04 00:00:00,23196.5994
2011-02-05 00:00:00,39026.1889323264
2011-02-06 00:00:00,31946.1004716192
2011-02-07 00:00:00,108265.274930908
2011-02-08 00:00:00,18527.715
2011-02-09 00:00:00,58111.040613808
2011-02-10 00:00:00,34316.2877544102
2011-02-11 00:00:00,54736.8849013248
2011-02-12 00:00:00,24978.4888
2011-02-13 00:00:00,26628.6891
2011-02-14 00:00:00,53457.9156
2011-02-15 00:00:00,33518.2212
2011-02-16 00:00:00,20771.3808
2011-02-17 00:00:00,19951.407
2011-02-18 00:00:00,45079.346010048
2011-02-19 00:00:00,21431.7965681664
2011-02-20 00:00:00,44346.16951424
2011-02-21 00:00:00,17259.9228
2011-02-22 00:00:00,28534.9592
2011-02-23 00:00:00,24699.0219
2011-02-24 00:00:00,34667.770038528
2011-02-25 00:00:00,28442.3616
2011-02-26 00:00:00,45425.8
2011-02-27 00:00:00,82776.9147239552
2011-02-28 00:00:00,43059.0725280768
2011-03-01 00:00:00,218777.7173
2011-03-02 00:00:00,163542.616968422
2011-03-03 00:00:00,21989.156
2011-03-04 00:00:00,41221.1453553542
2011-03-05 00:00:00,31208.3646090186
2011-03-06 00:00:00,34653.6590440184
2011-03-07 00:00:00,33292.6939945509
2011-03-08 00:00:00,54794.4247013618
2011-03-09 00:00:00,88074.8325110879
2011-03-10 00:00:00,140411.301888
2011-03-11 00:00:00,63571.4485814842
2011-03-12 00:00:00,67375.3193125335
2011-03-13 00:00:00,47741.0693632456
2011-03-14 00:00:00,136059.169973991
2011-03-15 00:00:00,69857.959199328
2011-03-16 00:00:00,65572.091980992
2011-03-17 00:00:00,71784.4038977165
2011-03-18 00:00:00,65170.673574
2011-03-19 00:00:00,42299.7372
2011-03-20 00:00:00,40848.7307101824
2011-03-21 00:00:00,47217.8176707456
2011-03-22 00:00:00,59666.927081052
2011-03-23 00:00:00,94301.9341869312
2011-03-24 00:00:00,75721.6674177536
2011-03-25 00:00:00,56282.50755
2011-03-26 00:00:00,112570.021186934
2011-03-27 00:00:00,48335.54199264
2011-03-28 00:00:00,57720.2313250089
2011-03-29 00:00:00,46543.108356192
2011-03-30 00:00:00,45450.24949392
2011-03-31 00:00:00,54709.40104704
2011-04-01 00:00:00,40891.555531016
2011-04-02 00:00:00,43015.256
2011-04-03 00:00:00,26880.709439992
2011-04-04 00:00:00,72338.31754112
2011-04-05 00:00:00,44486.5554210077
2011-04-06 00:00:00,28279.8972
2011-04-07 00:00:00,48903.3846749925
2011-04-08 00:00:00,45202.8639459072
2011-04-09 00:00:00,47869.133679
2011-04-10 00:00:00,37017.8149318208
2011-04-11 00:00:00,40870.4866898688
2011-04-12 00:00:00,60258.2793966108
2011-04-13 00:00:00,65569.8699556128
2011-04-14 00:00:00,88048.5406674588
2011-04-15 00:00:00,53470.9932399706
2011-04-16 00:00:00,190077.515066737
2011-04-17 00:00:00,755347.565075
2011-04-18 00:00:00,79033.2563243292
2011-04-19 00:00:00,2136033.33162563
2011-04-20 00:00:00,684716.896498524
2011-04-21 00:00:00,108090.690092508
2011-04-22 00:00:00,143802.591016597
2011-04-23 00:00:00,131344.208205288
2011-04-24 00:00:00,92837.5118176769
2011-04-25 00:00:00,88128.1714538231
2011-04-26 00:00:00,115672.841959532
2011-04-27 00:00:00,170498.867833897
2011-04-28 00:00:00,162973.607374544
2011-04-29 00:00:00,559191.015360202
2011-04-30 00:00:00,898044.222348371
2011-05-01 00:00:00,290363.061957194
2011-05-02 00:00:00,221238.306086035
2011-05-03 00:00:00,374971.175413762
2011-05-04 00:00:00,608822.71757527
2011-05-05 00:00:00,304130.537701407
2011-05-06 00:00:00,355406.281248867
2011-05-07 00:00:00,343592.061632376
2011-05-08 00:00:00,291003.299657625
2011-05-09 00:00:00,277316.651125289
2011-05-10 00:00:00,477192.633927963
2011-05-11 00:00:00,576071.732143705
2011-05-12 00:00:00,620978.112264708
2011-05-13 00:00:00,2165446.02479371
2011-05-14 00:00:00,6043338.54167242
2011-05-15 00:00:00,1875060.75015349
2011-05-16 00:00:00,1144066.6701694
2011-05-17 00:00:00,623902.240374298
2011-05-18 00:00:00,665373.501174484
2011-05-19 00:00:00,443972.4565012
2011-05-20 00:00:00,543316.483903357
2011-05-21 00:00:00,2870608.93255572
2011-05-22 00:00:00,1673286.80762236
2011-05-23 00:00:00,619627.048335705
2011-05-24 00:00:00,486373.138281166
2011-05-25 00:00:00,490468.580801272
2011-05-26 00:00:00,690567.883884612
2011-05-27 00:00:00,3150703.9478684
2011-05-28 00:00:00,412417.245462506
2011-05-29 00:00:00,534122.540549794
2011-05-30 00:00:00,452600.533288996
2011-05-31 00:00:00,664318.815737923
2011-06-01 00:00:00,633843.119571606
2011-06-02 00:00:00,874657.808407553
2011-06-03 00:00:00,1703030.01467965
2011-06-04 00:00:00,1294393.03564407
2011-06-05 00:00:00,1733708.31298934
2011-06-06 00:00:00,1991827.5993856
2011-06-07 00:00:00,1523742.33151693
2011-06-08 00:00:00,4425441.50301674
2011-06-09 00:00:00,4370227.64672276
2011-06-10 00:00:00,4228078.69222764
2011-06-11 00:00:00,4155921.70424969
2011-06-12 00:00:00,18153841.748203
2011-06-13 00:00:00,4140612.86550715
2011-06-14 00:00:00,6455876.33391818
2011-06-15 00:00:00,2727724.65333776
2011-06-16 00:00:00,3409788.05959035
2011-06-17 00:00:00,2771632.42666994
2011-06-18 00:00:00,1601727.55788995
2011-06-19 00:00:00,15437882.9968861
2011-06-20 00:00:00,1618541.93204128
2011-06-21 00:00:00,2024526.86355687
2011-06-22 00:00:00,1460721.5735665
2011-06-23 00:00:00,7547246.95846115
2011-06-24 00:00:00,1477353.33749956
2011-06-25 00:00:00,1968666.10313153
2011-06-26 00:00:00,1366154.62870368
2011-06-27 00:00:00,2220498.65949649
2011-06-28 00:00:00,1976506.9173533
2011-06-29 00:00:00,1346345.4095328
2011-06-30 00:00:00,1624680.15933342
2011-07-01 00:00:00,1684555.69487359
2011-07-02 00:00:00,1494932.73511047
2011-07-03 00:00:00,723908.225142588
2011-07-04 00:00:00,1221812.25238647
2011-07-05 00:00:00,1456460.75921806
2011-07-06 00:00:00,1160180.08797143
2011-07-07 00:00:00,861991.99211725
2011-07-08 00:00:00,820606.124700516
2011-07-09 00:00:00,783251.875949622
2011-07-10 00:00:00,932825.84226697
2011-07-11 00:00:00,954773.156121495
2011-07-12 00:00:00,819879.48524485
2011-07-13 00:00:00,802475.967202219
2011-07-14 00:00:00,747156.017040433
2011-07-15 00:00:00,653480.795209949
2011-07-16 00:00:00,643472.845445355
2011-07-17 00:00:00,704092.050643027
2011-07-18 00:00:00,2794117.77402732
2011-07-19 00:00:00,924274.886362752
2011-07-20 00:00:00,794041.150657596
2011-07-21 00:00:00,752848.212332908
2011-07-22 00:00:00,917648.66373393
2011-07-23 00:00:00,619020.686904765
2011-07-24 00:00:00,650251.67229485
2011-07-25 00:00:00,995007.937184791
2011-07-26 00:00:00,940064.977532378
2011-07-27 00:00:00,791093.717581378
2011-07-28 00:00:00,1506883.27900808
2011-07-29 00:00:00,918282.285815598
2011-07-30 00:00:00,673707.231122994
2011-07-31 00:00:00,776636.566960289
2011-08-01 00:00:00,1275098.10017564
2011-08-02 00:00:00,948805.806667089
2011-08-03 00:00:00,1257398.02275948
2011-08-04 00:00:00,1073763.29466526
2011-08-05 00:00:00,1332652.9188727
2011-08-06 00:00:00,1167463.86176516
2011-08-07 00:00:00,1082531.72748791
2011-08-08 00:00:00,1615819.07599116
2011-08-09 00:00:00,683817.064307488
2011-08-10 00:00:00,721037.546316007
2011-08-11 00:00:00,643738.345246823
2011-08-12 00:00:00,585380.277059873
2011-08-27 00:00:00,11243506.2040723
2011-08-28 00:00:00,356899.143746344
2011-08-29 00:00:00,460437.666427141
2011-08-30 00:00:00,425676.03786025
2011-08-31 00:00:00,469359.782158526
2011-09-01 00:00:00,505956.240423197
2011-09-02 00:00:00,470740.501938584
2011-09-03 00:00:00,352914.835509761
2011-09-04 00:00:00,642336.484351838
2011-09-05 00:00:00,707242.178885574
2011-09-06 00:00:00,672957.432444304
2011-09-07 00:00:00,1116161.53089513
2011-09-08 00:00:00,487106.689110592
2011-09-09 00:00:00,1025995.85315855
2011-09-10 00:00:00,413447.325286955
2011-09-11 00:00:00,4982653.95209721
2011-09-12 00:00:00,659128.735268019
2011-09-13 00:00:00,403275.612279467
2011-09-14 00:00:00,461287.989829988
2011-09-15 00:00:00,470180.625358861
2011-09-16 00:00:00,461448.441117702
2011-09-17 00:00:00,353473.702577796
2011-09-18 00:00:00,293308.951666173
2011-09-19 00:00:00,367941.964065607
2011-09-20 00:00:00,509530.093605519
2011-09-21 00:00:00,766488.465352123
2011-09-22 00:00:00,460343.188085137
2011-09-23 00:00:00,406182.45142012
2011-09-24 00:00:00,337880.218153272
2011-09-25 00:00:00,320702.558953691
2011-09-26 00:00:00,338462.891663134
2011-09-27 00:00:00,463530.22837844
2011-09-28 00:00:00,310309.458138945
2011-09-29 00:00:00,257251.475776284
2011-09-30 00:00:00,302636.757167051
2011-10-01 00:00:00,405346.619266214
2011-10-02 00:00:00,267766.312444207
2011-10-03 00:00:00,305170.127794899
2011-10-04 00:00:00,396881.127812391
2011-10-05 00:00:00,441657.650459167
2011-10-06 00:00:00,719178.1770117
2011-10-07 00:00:00,705027.908763821
2011-10-08 00:00:00,323812.405924202
2011-10-09 00:00:00,321624.950390258
2011-10-10 00:00:00,280818.459594194
2011-10-11 00:00:00,365462.53163678
2011-10-12 00:00:00,289729.916742614
2011-10-13 00:00:00,311694.657723412
2011-10-14 00:00:00,387212.044081071
2011-10-15 00:00:00,289287.523977176
2011-10-16 00:00:00,262120.015882619
2011-10-17 00:00:00,546249.916322498
2011-10-18 00:00:00,316508.233112804
2011-10-19 00:00:00,326955.96517028
2011-10-20 00:00:00,252299.326538468
2011-10-21 00:00:00,245130.100223546
2011-10-22 00:00:00,293124.943439042
2011-10-23 00:00:00,346280.287414133
2011-10-24 00:00:00,408246.365240596
2011-10-25 00:00:00,293120.455099484
2011-10-26 00:00:00,364225.9405602
2011-10-27 00:00:00,220161.50290072
2011-10-28 00:00:00,409362.198198977
2011-10-29 00:00:00,675046.832499618
2011-10-30 00:00:00,218674.813371046
2011-10-31 00:00:00,422184.315950946
2011-11-01 00:00:00,364502.895724076
2011-11-02 00:00:00,453098.217741033
2011-11-03 00:00:00,382635.955242567
2011-11-04 00:00:00,463387.031367349
2011-11-05 00:00:00,314611.380298243
2011-11-06 00:00:00,216624.759413863
2011-11-07 00:00:00,227183.787158691
2011-11-08 00:00:00,508129.112298153
2011-11-09 00:00:00,906998.193823093
2011-11-10 00:00:00,443976.676512709
2011-11-11 00:00:00,366520.23470334
2011-11-12 00:00:00,393280.569708042
2011-11-13 00:00:00,212630.261097518
2011-11-14 00:00:00,516031.451714887
2011-11-15 00:00:00,466487.804319984
2011-11-16 00:00:00,3958489.68441193
2011-11-17 00:00:00,8011693.71772681
2011-11-18 00:00:00,6103507.28094735
2011-11-19 00:00:00,6700983.97838719
2011-11-20 00:00:00,383029.880230905
2011-11-21 00:00:00,11550958.9906883
2011-11-22 00:00:00,11955911.2253934
2011-11-23 00:00:00,2756718.67321403
2011-11-24 00:00:00,439839.0484764
2011-11-25 00:00:00,469794.929392377
2011-11-26 00:00:00,439308.776337877
2011-11-27 00:00:00,2759258.77454982
2011-11-28 00:00:00,6713573.61011337
2011-11-29 00:00:00,7939371.76108426
2011-11-30 00:00:00,22301188.7358864
2011-12-01 00:00:00,5014326.41686034
2011-12-02 00:00:00,14698307.9784718
2011-12-03 00:00:00,11571331.9549878
2011-12-04 00:00:00,8629726.22234824
2011-12-05 00:00:00,8409840.66115524
2011-12-06 00:00:00,17280806.3931887
2011-12-07 00:00:00,17625150.6143183
2011-12-08 00:00:00,10515805.4790474
2011-12-09 00:00:00,2782000.20281972
2011-12-10 00:00:00,974759.084806434
2011-12-11 00:00:00,943117.497473611
2011-12-12 00:00:00,1086086.30410293
2011-12-13 00:00:00,480389.926553682
2011-12-14 00:00:00,476067.164832582
2011-12-15 00:00:00,494798.540293355
2011-12-16 00:00:00,584591.56345392
2011-12-17 00:00:00,469359.984071991
2011-12-18 00:00:00,260578.174255616
2011-12-19 00:00:00,582248.419855939
2011-12-20 00:00:00,897518.771558781
2011-12-21 00:00:00,808890.94271991
2011-12-22 00:00:00,596466.509857226
2011-12-23 00:00:00,448283.796461561
2011-12-24 00:00:00,338998.812403876
2011-12-25 00:00:00,337841.067873954
2011-12-26 00:00:00,497723.152344881
2011-12-27 00:00:00,403104.173694993
2011-12-28 00:00:00,454371.016797058
2011-12-29 00:00:00,572718.565504192
2011-12-30 00:00:00,507273.019965287
2011-12-31 00:00:00,384181.599691138
2012-01-01 00:00:00,1016109.60348159
2012-01-02 00:00:00,750882.954566502
2012-01-03 00:00:00,603798.242946443
2012-01-04 00:00:00,749546.240210008
2012-01-05 00:00:00,1614569.13141018
2012-01-06 00:00:00,1155595.18982879
2012-01-07 00:00:00,733406.227286602
2012-01-08 00:00:00,793834.343762752
2012-01-09 00:00:00,1352314.31187276
2012-01-10 00:00:00,873346.299114045
2012-01-11 00:00:00,862381.079312273
2012-01-12 00:00:00,930071.668495901
2012-01-13 00:00:00,1229394.47891623
2012-01-14 00:00:00,931220.051016199
2012-01-15 00:00:00,611980.157889447
2012-01-16 00:00:00,1155826.01149403
2012-01-17 00:00:00,1461674.77133785
2012-01-18 00:00:00,882686.322529924
2012-01-19 00:00:00,1260501.9360373
2012-01-20 00:00:00,815380.861875807
2012-01-21 00:00:00,583815.496705815
2012-01-22 00:00:00,466919.08515857
2012-01-23 00:00:00,533520.808615462
2012-01-24 00:00:00,1083628.089298
2012-01-25 00:00:00,1081231.15976596
2012-01-26 00:00:00,977920.914682665
2012-01-27 00:00:00,791223.481316662
2012-01-28 00:00:00,638920.961055081
2012-01-29 00:00:00,644283.829273082
2012-01-30 00:00:00,519850.638908687
2012-01-31 00:00:00,595116.324898326
2012-02-01 00:00:00,937948.18716031
2012-02-02 00:00:00,780934.773456489
2012-02-03 00:00:00,844182.256734416
2012-02-04 00:00:00,888416.832089223
2012-02-05 00:00:00,712632.793326838
2012-02-06 00:00:00,801919.106397907
2012-02-07 00:00:00,671519.478356299
2012-02-08 00:00:00,651589.38209022
2012-02-09 00:00:00,525363.000730939
2012-02-10 00:00:00,664203.97852178
2012-02-11 00:00:00,890076.433954039
2012-02-12 00:00:00,720424.348872986
2012-02-13 00:00:00,1249668.8685039
2012-02-14 00:00:00,1894019.82676494
2012-02-15 00:00:00,2530999.66385552
2012-02-16 00:00:00,1260810.80213878
2012-02-17 00:00:00,892942.321258268
2012-02-18 00:00:00,624073.643272822
2012-02-19 00:00:00,415301.154086855
2012-02-20 00:00:00,545044.458513806
2012-02-21 00:00:00,584084.917376865
2012-02-22 00:00:00,648769.178871728
2012-02-23 00:00:00,669857.728119003
2012-02-24 00:00:00,976467.833778759
2012-02-25 00:00:00,871111.254412448
2012-02-26 00:00:00,489795.822509099
2012-02-27 00:00:00,609935.817464499
2012-02-28 00:00:00,621646.089403684
2012-02-29 00:00:00,595104.641079619
2012-03-01 00:00:00,1160954.76410335
2012-03-02 00:00:00,1051236.3878789
2012-03-03 00:00:00,665583.227447003
2012-03-04 00:00:00,446400.491682323
2012-03-05 00:00:00,517621.038341257
2012-03-06 00:00:00,679332.295986019
2012-03-07 00:00:00,632043.024182883
2012-03-08 00:00:00,632341.440017053
2012-03-09 00:00:00,612102.592265017
2012-03-10 00:00:00,470192.94700191
2012-03-11 00:00:00,501600.710688858
2012-03-12 00:00:00,609927.412286286
2012-03-13 00:00:00,891087.238093244
2012-03-14 00:00:00,950931.809700197
2012-03-15 00:00:00,704474.73318921
2012-03-16 00:00:00,814140.252390682
2012-03-17 00:00:00,500645.391792479
2012-03-18 00:00:00,529828.681013244
2012-03-19 00:00:00,784159.394566203
2012-03-20 00:00:00,873378.858160288
2012-03-21 00:00:00,872603.037269469
2012-03-22 00:00:00,736604.536396074
2012-03-23 00:00:00,635702.489761539
2012-03-24 00:00:00,524181.999744316
2012-03-25 00:00:00,742724.673444083
2012-03-26 00:00:00,742634.221157357
2012-03-27 00:00:00,719473.620823036
2012-03-28 00:00:00,714431.027174953
2012-03-29 00:00:00,874838.491557661
2012-03-30 00:00:00,676790.752434445
2012-03-31 00:00:00,628402.16699802
2012-04-01 00:00:00,482191.024836737
2012-04-02 00:00:00,951019.191583148
2012-04-03 00:00:00,822665.200328098
2012-04-04 00:00:00,1003628.1456809
2012-04-05 00:00:00,669644.455746416
2012-04-06 00:00:00,1031189.3862134
2012-04-07 00:00:00,568101.433824496
2012-04-08 00:00:00,439943.326910316
2012-04-09 00:00:00,1740391.61965584
2012-04-10 00:00:00,1197893.76481562
2012-04-11 00:00:00,962066.527496613
2012-04-12 00:00:00,1188636.74998592
2012-04-13 00:00:00,1040506.04099636
2012-04-14 00:00:00,823389.234609171
2012-04-15 00:00:00,502712.117054138
2012-04-16 00:00:00,1136250.40979623
2012-04-17 00:00:00,890218.107085534
2012-04-18 00:00:00,1003656.12636387
2012-04-19 00:00:00,1238943.27614805
2012-04-20 00:00:00,1564026.9073259
2012-04-21 00:00:00,1064328.23087649
2012-04-22 00:00:00,908052.664813849
2012-04-23 00:00:00,727326.530829254
2012-04-24 00:00:00,903934.574809139
2012-04-25 00:00:00,1057405.46403475
2012-04-26 00:00:00,1158867.0583574
2012-04-27 00:00:00,868905.013322784
2012-04-28 00:00:00,718889.947510832
2012-04-29 00:00:00,856573.685652331
2012-04-30 00:00:00,709339.662700691
2012-05-01 00:00:00,904540.7570389
2012-05-02 00:00:00,1060008.18904683
2012-05-03 00:00:00,858768.393890214
2012-05-04 00:00:00,972245.944977999
2012-05-05 00:00:00,795303.970317107
2012-05-06 00:00:00,1059550.33740738
2012-05-07 00:00:00,1159371.66537322
2012-05-08 00:00:00,1171917.87929481
2012-05-09 00:00:00,1441439.52890807
2012-05-10 00:00:00,1127318.46493967
2012-05-11 00:00:00,1386243.60470554
2012-05-12 00:00:00,933251.345870574
2012-05-13 00:00:00,677932.88251935
2012-05-14 00:00:00,1122477.12645931
2012-05-15 00:00:00,1296107.01251562
2012-05-16 00:00:00,1033398.03291927
2012-05-17 00:00:00,1153418.84094082
2012-05-18 00:00:00,1128069.41849863
2012-05-19 00:00:00,1012393.1227444
2012-05-20 00:00:00,1214605.53659245
2012-05-21 00:00:00,1291879.29643989
2012-05-22 00:00:00,1409396.81757414
2012-05-23 00:00:00,1245349.21130298
2012-05-24 00:00:00,881995.39293022
2012-05-25 00:00:00,1060558.50766798
2012-05-26 00:00:00,769451.341749733
2012-05-27 00:00:00,1113589.66758529
2012-05-28 00:00:00,1017767.7867147
2012-05-29 00:00:00,1290488.76519048
2012-05-30 00:00:00,1383851.47205582
2012-05-31 00:00:00,2723269.22981963
2012-06-01 00:00:00,2487947.23562845
2012-06-02 00:00:00,918787.816699308
2012-06-03 00:00:00,1002416.35865675
2012-06-04 00:00:00,1818155.42660163
2012-06-05 00:00:00,1408324.70372012
2012-06-06 00:00:00,1264208.79878904
2012-06-07 00:00:00,1636704.38625431
2012-06-08 00:00:00,1442372.15249667
2012-06-09 00:00:00,1503956.11792514
2012-06-10 00:00:00,1130117.16611393
2012-06-11 00:00:00,1344029.52731572
2012-06-12 00:00:00,1550226.85745057
2012-06-13 00:00:00,1496252.527031
2012-06-14 00:00:00,1373122.5324064
2012-06-15 00:00:00,1717724.01941538
2012-06-16 00:00:00,1711206.54740467
2012-06-17 00:00:00,1543700.03879137
2012-06-18 00:00:00,1571388.44601904
2012-06-19 00:00:00,1458831.23184144
2012-06-20 00:00:00,2099456.75684594
2012-06-21 00:00:00,1371241.47433443
2012-06-22 00:00:00,1856524.95892051
2012-06-23 00:00:00,1043033.67324336
2012-06-24 00:00:00,1897711.77738052
2012-06-25 00:00:00,1689433.19865685
2012-06-26 00:00:00,2416260.76873621
2012-06-27 00:00:00,1730353.13597083
2012-06-28 00:00:00,1541720.63224732
2012-06-29 00:00:00,1200385.04814585
2012-06-30 00:00:00,720209.960407028
2012-07-01 00:00:00,727573.766905382
2012-07-02 00:00:00,1818012.11238643
2012-07-03 00:00:00,2215891.18578546
2012-07-04 00:00:00,1676844.55661538
2012-07-05 00:00:00,1490351.58041972
2012-07-06 00:00:00,1415221.70651341
2012-07-07 00:00:00,1133001.1287448
2012-07-08 00:00:00,1017366.12818041
2012-07-09 00:00:00,1709349.43376526
2012-07-10 00:00:00,2096129.59770286
2012-07-11 00:00:00,1681276.36159398
2012-07-12 00:00:00,2460830.00946394
2012-07-13 00:00:00,2943515.11330958
2012-07-14 00:00:00,2195416.32252747
2012-07-15 00:00:00,1440224.11367693
2012-07-16 00:00:00,2442244.08488635
2012-07-17 00:00:00,4218445.50073921
2012-07-18 00:00:00,3000925.43114379
2012-07-19 00:00:00,2154976.45055751
2012-07-20 00:00:00,2682261.31822111
2012-07-21 00:00:00,2520538.61099836
2012-07-22 00:00:00,1929971.61790449
2012-07-23 00:00:00,2473981.58837939
2012-07-24 00:00:00,2325958.88772519
2012-07-25 00:00:00,2472036.58962123
2012-07-26 00:00:00,2482655.25196392
2012-07-27 00:00:00,2133871.82053314
2012-07-28 00:00:00,1533572.11507183
2012-07-29 00:00:00,2331048.18180908
2012-07-30 00:00:00,2586588.19812753
2012-07-31 00:00:00,4740771.34461794
2012-08-01 00:00:00,3048987.68331347
2012-08-02 00:00:00,3543746.46452765
2012-08-03 00:00:00,3106550.06685142
2012-08-04 00:00:00,1958789.06998619
2012-08-05 00:00:00,2217500.70120407
